codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao,capacidadePeVeiculo,capacidadeSentadoVeiculo,datetime_registro
901052,,35,-22.935451,-43.371761,1761602541000,0.0,108,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],245667.5,161,1,0,0,2025-10-27 19:02:35.131661-03:00
901056,,35,-22.983797,-43.365663,1761602531000,12.2,109,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],208809.5,358,1,0,0,2025-10-27 19:02:35.131661-03:00
902125,,25,-23.007567,-43.544022,1761602543000,57.2,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],202655.2,277,1,0,0,2025-10-27 19:02:35.131661-03:00
901044,,22,-23.006641,-43.31181,1761602388000,15.1,8971,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],18237.2,279,1,0,0,2025-10-27 19:02:35.131661-03:00
903033,,42,-22.855157,-43.252376,1761602531000,14.7,9449,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],29988.9,103,1,0,0,2025-10-27 19:02:35.131661-03:00
903034,,42,-22.814617,-43.24617,1761602545000,0.0,9447,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],45957.5,143,1,0,0,2025-10-27 19:02:35.131661-03:00
902049,,31,-22.854577,-43.251339,1761602540000,0.0,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],172929.0, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902020,,41,-22.877872,-43.336387,1761602427000,16.9,3543,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],8605.6,295,1,0,0,2025-10-27 19:02:35.131661-03:00
902022,,41,-22.876507,-43.3295,1761597650000,0.0,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],157120.6, ,0,0,0,2025-10-27 19:02:35.131661-03:00
901092,,35,-22.951571,-43.373956,1761602539000,33.3,109,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],183460.1,39,1,0,0,2025-10-27 19:02:35.131661-03:00
901093,,51,-22.925753,-43.397211,1761602483000,56.9,3552,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],287399.2,153,1,0,0,2025-10-27 19:02:35.131661-03:00
902023,,46,-23.00139,-43.367919,1761602402000,4.9,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],217736.0,86,1,0,0,2025-10-27 19:02:35.131661-03:00
902059,,46,-22.856246,-43.256065,1761602532000,26.6,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],237842.6,41,1,0,0,2025-10-27 19:02:35.131661-03:00
902056,,43,-22.842481,-43.272187,1761602547000,25.1,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],243119.7,288,1,0,0,2025-10-27 19:02:35.131661-03:00
901091,,53,-22.971694,-43.401409,1761602523000,35.1,8967,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],71671.5,44,1,0,0,2025-10-27 19:02:35.131661-03:00
901096,,52,-22.899532,-43.397638,1761602517000,55.2,9161,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],225790.6,166,1,0,0,2025-10-27 19:02:35.131661-03:00
901086,,52,-23.001013,-43.366749,1761602527000,23.5,9162,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],85182.3,269,1,0,0,2025-10-27 19:02:35.131661-03:00
902032,,43,-22.845593,-43.239169,1761602548000,50.6,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],6499.1,224,1,0,0,2025-10-27 19:02:35.131661-03:00
902024,,31,-22.919901,-43.367817,1761602534000,31.1,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],229767.3,243,1,0,0,2025-10-27 19:02:35.131661-03:00
901094,,35,-22.924425,-43.373839,1761602541000,10.0,109,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],226807.8,346,1,0,0,2025-10-27 19:02:35.131661-03:00
902027,,46,-22.841199,-43.276212,1761602540000,0.0,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],248153.1, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902031,,46,-22.841893,-43.275448,1761602547000,0.0,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],235870.6, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902028,,46,-22.947031,-43.371974,1761602531000,49.9,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],219874.1,195,1,0,0,2025-10-27 19:02:35.131661-03:00
902029,,40,-22.977129,-43.364941,1761602537000,59.6,8973,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],167720.2,21,1,0,0,2025-10-27 19:02:35.131661-03:00
902018,,0,-22.965243,-43.391993,1761599637000,0.0,,,,215045.4,335,0,0,0,2025-10-27 19:02:35.131661-03:00
902046,,46,-22.837793,-43.286415,1761602539000,35.4,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],212791.0,283,1,0,0,2025-10-27 19:02:35.131661-03:00
902010,,0,-22.964863,-43.391775,1761602065000,0.0,,,,201003.3, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902026,,46,-22.929676,-43.373322,1761602542000,38.3,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],196381.9,355,1,0,0,2025-10-27 19:02:35.131661-03:00
901089,,22,-23.000465,-43.338231,1761602540000,56.5,8970,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],292908.6,94,1,0,0,2025-10-27 19:02:35.131661-03:00
901062,,51,-23.000217,-43.429706,1761602544000,33.0,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],307975.5,47,1,0,0,2025-10-27 19:02:35.131661-03:00
902033,,43,-22.856241,-43.326891,1761602380000,39.1,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],234644.1,264,1,0,0,2025-10-27 19:02:35.131661-03:00
902053,,43,-22.854273,-43.251849,1760035835000,0.0,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],39339.4, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902035,,31,-22.876768,-43.335749,1761602524000,0.0,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],189516.9,18,1,0,0,2025-10-27 19:02:35.131661-03:00
E902000,,31,-22.94742,-43.372101,1761602541000,46.7,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],120251.5,200,1,0,0,2025-10-27 19:02:35.131661-03:00
901067,,53,-22.973299,-43.396056,1761602530000,57.3,8966,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],102152.0,91,1,0,0,2025-10-27 19:02:35.131661-03:00
E902004,,50,-23.000254,-43.346952,1761602539000,40.6,3310,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],201881.3,84,1,0,0,2025-10-27 19:02:35.131661-03:00
902062,,31,-22.916241,-43.361606,1761602548000,28.6,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],194201.5,30,1,0,0,2025-10-27 19:02:35.131661-03:00
902048,,31,-22.842506,-43.278066,1761602539000,33.2,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],203504.0,73,1,0,0,2025-10-27 19:02:35.131661-03:00
902058,,31,-22.854638,-43.25134,1761602548000,0.0,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],206386.7, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902021,,46,-22.912348,-43.360398,1761602540000,23.2,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],189875.3,183,1,0,0,2025-10-27 19:02:35.131661-03:00
901068,,22,-23.000716,-43.36542,1761602519000,37.6,8970,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],273170.9,88,1,0,0,2025-10-27 19:02:35.131661-03:00
902003,,50,-23.000985,-43.368094,1761602215000,13.1,3311,volta,50 - JARDIM OCEÂNICO X  TERMINAL CENTRO OLIMPICO (PARADOR) [VOLTA],199209.4,324,1,0,0,2025-10-27 19:02:35.131661-03:00
902102,,40,-22.959613,-43.387196,1761602545000,35.4,8973,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],116722.9,76,1,0,0,2025-10-27 19:02:35.131661-03:00
901016,,52,-22.972069,-43.400455,1761602524000,0.0,9161,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],175702.2,358,1,0,0,2025-10-27 19:02:35.131661-03:00
902133,,15,-23.001618,-43.57389,1761602536000,40.3,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],202952.4,103,1,0,0,2025-10-27 19:02:35.131661-03:00
901082,,52,-22.964565,-43.392225,1761601497000,0.0,9161,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],20946.0,349,0,0,0,2025-10-27 19:02:35.131661-03:00
902061,,46,-22.852983,-43.314269,1761602539000,34.6,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],222777.1,308,1,0,0,2025-10-27 19:02:35.131661-03:00
902066,,46,-22.897063,-43.351575,1761602544000,26.0,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],242640.2,35,1,0,0,2025-10-27 19:02:35.131661-03:00
902005,,22,-23.00063,-43.364072,1761173324000,0.0,8970,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],192752.2,138,0,0,0,2025-10-27 19:02:35.131661-03:00
902052,,46,-22.854736,-43.251952,1761595830000,0.0,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],222807.5, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902050,,31,-23.001474,-43.364239,1761602548000,0.0,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],171605.8, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902016,,0,-22.964573,-43.39164,1761600618000,0.1,,,,74053.7,66,0,0,0,2025-10-27 19:02:35.131661-03:00
902019,,50,-23.001069,-43.368029,1761602246000,18.8,3311,volta,50 - JARDIM OCEÂNICO X  TERMINAL CENTRO OLIMPICO (PARADOR) [VOLTA],31263.6,293,1,0,0,2025-10-27 19:02:35.131661-03:00
E902009,,50,-22.973468,-43.365516,1761602546000,0.0,3310,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],187792.0,89,1,0,0,2025-10-27 19:02:35.131661-03:00
902063,,40,-22.89796,-43.352341,1761602550000,29.7,8973,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],169009.2,38,1,0,0,2025-10-27 19:02:35.131661-03:00
902017,,0,-22.965479,-43.39188,1761599903000,0.0,,,,169612.9, ,0,0,0,2025-10-27 19:02:35.131661-03:00
E902015,,50,-23.000425,-43.336494,1761602544000,39.5,3311,volta,50 - JARDIM OCEÂNICO X  TERMINAL CENTRO OLIMPICO (PARADOR) [VOLTA],191581.6,274,1,0,0,2025-10-27 19:02:35.131661-03:00
902057,,41,-22.902335,-43.355427,1761602536000,10.4,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],170094.7,33,1,0,0,2025-10-27 19:02:35.131661-03:00
902060,,46,-22.863869,-43.332957,1761602546000,47.2,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],220961.4,49,1,0,0,2025-10-27 19:02:35.131661-03:00
902008,,50,-22.972558,-43.400372,1761602352000,19.7,3310,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],212303.8,316,1,0,0,2025-10-27 19:02:35.131661-03:00
902047,,46,-22.872872,-43.336378,1761602543000,28.2,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],53629.2,159,1,0,0,2025-10-27 19:02:35.131661-03:00
902007,,0,-22.965415,-43.391934,1761602222000,0.0,,,,34075.9,155,0,0,0,2025-10-27 19:02:35.131661-03:00
902051,,46,-23.00133,-43.364849,1761602290000,0.0,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],231644.8, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902067,,46,-22.841432,-43.298613,1761602541000,52.8,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],236429.9,53,1,0,0,2025-10-27 19:02:35.131661-03:00
901088,,35,-22.958358,-43.382481,1761602528000,23.4,108,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],17672.0,254,1,0,0,2025-10-27 19:02:35.131661-03:00
901078,,53,-22.984179,-43.365683,1761602550000,0.0,8966,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],205014.8,182,1,0,0,2025-10-27 19:02:35.131661-03:00
901098,,53,-22.912446,-43.400694,1761602466000,52.1,8967,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],255644.1,339,1,0,0,2025-10-27 19:02:35.131661-03:00
901090,,22,-23.000549,-43.335318,1761602544000,12.9,8971,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],210178.9,272,1,0,0,2025-10-27 19:02:35.131661-03:00
901055,,53,-22.922856,-43.397734,1761602524000,59.0,8966,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],265958.3,200,1,0,0,2025-10-27 19:02:35.131661-03:00
901076,,51,-22.9653,-43.391833,1761602204000,0.0,3552,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],244154.3, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902054,,46,-22.990855,-43.36592,1761602544000,54.9,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],239188.1,180,1,0,0,2025-10-27 19:02:35.131661-03:00
901079,,52,-22.971759,-43.401057,1761602545000,25.1,9162,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],14679.3,193,1,0,0,2025-10-27 19:02:35.131661-03:00
901084,,52,-22.988751,-43.365642,1761602336000,21.0,9161,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],23521.5,154,1,0,0,2025-10-27 19:02:35.131661-03:00
901070,,35,-23.001413,-43.367457,1761602534000,0.0,109,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],244565.7,87,1,0,0,2025-10-27 19:02:35.131661-03:00
902080,,46,-22.854664,-43.251627,1761601318000,0.0,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],4666.1,244,0,0,0,2025-10-27 19:02:35.131661-03:00
901081,,22,-23.000994,-43.364426,1761602495000,13.3,8970,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],243661.3,237,1,0,0,2025-10-27 19:02:35.131661-03:00
902065,,41,-22.931659,-43.373086,1761602537000,46.3,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],162731.4,355,1,0,0,2025-10-27 19:02:35.131661-03:00
901069,,22,-23.000796,-43.331072,1761602538000,40.4,8971,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],223041.0,276,1,0,0,2025-10-27 19:02:35.131661-03:00
901074,,53,-22.973229,-43.381916,1761602502000,11.3,8967,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],17581.9,273,1,0,0,2025-10-27 19:02:35.131661-03:00
902073,,43,-22.877641,-43.336841,1761602540000,17.5,4050,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],137431.0,305,1,0,0,2025-10-27 19:02:35.131661-03:00
902030,,42,-22.980339,-43.409047,1761602538000,43.5,9447,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],137931.9,216,1,0,0,2025-10-27 19:02:35.131661-03:00
902071,,46,-23.000416,-43.368873,1761602544000,15.6,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],216884.2,179,1,0,0,2025-10-27 19:02:35.131661-03:00
RJG7D28 MOTO,RJG7D28,0,-23.001073,-43.364642,1760136944000,0.0,,,,11064.1, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902072,,46,-23.002002,-43.365811,1761597393000,0.0,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],224680.9, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902101,,40,-22.876238,-43.329864,1761546790000,0.0,8972,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],104289.9, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902068,,41,-22.87637,-43.329529,1761599363000,0.0,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],180414.7, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902064,,46,-23.001374,-43.367993,1761602175000,0.0,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],0.0,109,1,0,0,2025-10-27 19:02:35.131661-03:00
902070,,31,-22.97144,-43.387798,1761602229000,42.1,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],218902.4,307,1,0,0,2025-10-27 19:02:35.131661-03:00
901083,,35,-22.89684,-43.351611,1761602527000,0.0,108,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],17261.7,219,1,0,0,2025-10-27 19:02:35.131661-03:00
901087,,35,-22.877526,-43.33685,1761599759000,0.0,108,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],234203.1,302,0,0,0,2025-10-27 19:02:35.131661-03:00
E902012,,50,-23.006485,-43.313575,1761602549000,0.0,3311,volta,50 - JARDIM OCEÂNICO X  TERMINAL CENTRO OLIMPICO (PARADOR) [VOLTA],71297.0, ,1,0,0,2025-10-27 19:02:35.131661-03:00
E902001,,31,-22.973265,-43.380563,1761602547000,45.2,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2453.4,270,1,0,0,2025-10-27 19:02:35.131661-03:00
E902006,,0,-22.96446,-43.391787,1761571460000,0.0,,,,184928.1, ,0,0,0,2025-10-27 19:02:35.131661-03:00
E902011,,50,-22.973466,-43.365307,1761602546000,0.0,3310,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],178359.3,92,1,0,0,2025-10-27 19:02:35.131661-03:00
E902014,,0,-22.96571,-43.391795,1761599739000,0.0,,,,211642.7, ,0,0,0,2025-10-27 19:02:35.131661-03:00
E902002,,22,-23.00209,-43.326824,1761602546000,49.8,8971,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],149195.7,293,1,0,0,2025-10-27 19:02:35.131661-03:00
901095,,53,-23.001448,-43.367176,1761602537000,0.0,8967,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],131092.1,89,1,0,0,2025-10-27 19:02:35.131661-03:00
902069,,43,-22.83948,-43.239727,1761602542000,0.0,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],160911.4, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902094,,40,-22.916566,-43.362124,1761602538000,19.9,8972,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],138215.2,228,1,0,0,2025-10-27 19:02:35.131661-03:00
903068,,17,-22.928504,-43.654012,1761602529000,6.9,10580,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],144875.5,227,1,0,0,2025-10-27 19:02:35.131661-03:00
901097,,35,-22.973298,-43.37808,1761602518000,38.1,109,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],222695.9,275,1,0,0,2025-10-27 19:02:35.131661-03:00
902081,,41,-23.008606,-43.440519,1761602535000,0.0,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],147822.8, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902075,,43,-23.00101,-43.368432,1761602033000,0.0,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],114899.4, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902013,,50,-23.006638,-43.312092,1761602515000,0.0,3311,volta,50 - JARDIM OCEÂNICO X  TERMINAL CENTRO OLIMPICO (PARADOR) [VOLTA],216591.7, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902082,,41,-22.96696,-43.39727,1761602495000,60.3,3543,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],145729.9,222,1,0,0,2025-10-27 19:02:35.131661-03:00
903062,,17,-22.921748,-43.67985,1761602539000,8.6,10580,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],30754.4,315,1,0,0,2025-10-27 19:02:35.131661-03:00
902089,,41,-22.87639,-43.339239,1761602542000,26.8,3543,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],141931.2,225,1,0,0,2025-10-27 19:02:35.131661-03:00
903041,,17,-22.917146,-43.684427,1761602470000,30.2,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],10141.8,162,1,0,0,2025-10-27 19:02:35.131661-03:00
903051,,17,-22.916349,-43.622195,1761602549000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],170566.4,92,1,0,0,2025-10-27 19:02:35.131661-03:00
902055,,46,-22.8567,-43.328909,1761602536000,36.7,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],26626.3,62,1,0,0,2025-10-27 19:02:35.131661-03:00
903044,,17,-22.928581,-43.653974,1761602542000,20.3,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],188812.6,55,1,0,0,2025-10-27 19:02:35.131661-03:00
902086,,43,-22.841962,-43.2757,1761602545000,0.0,4050,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],22672.0,83,1,0,0,2025-10-27 19:02:35.131661-03:00
903036,,17,-22.919815,-43.643189,1761454846000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],22138.1, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902043,,43,-22.930848,-43.373241,1761602542000,54.2,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],239792.8,175,1,0,0,2025-10-27 19:02:35.131661-03:00
902036,,46,-22.854874,-43.251904,1761448943000,0.0,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],233207.0, ,0,0,0,2025-10-27 19:02:35.131661-03:00
903039,,17,-22.919206,-43.643655,1761601884000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],158341.5, ,0,0,0,2025-10-27 19:02:35.131661-03:00
903047,,17,-22.919396,-43.646409,1761566873000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],171103.7,262,0,0,0,2025-10-27 19:02:35.131661-03:00
902074,,43,-22.878251,-43.340877,1761602534000,22.7,4050,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],139517.1,194,1,0,0,2025-10-27 19:02:35.131661-03:00
902039,,46,-22.856829,-43.329127,1761602437000,37.9,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],226407.3,213,1,0,0,2025-10-27 19:02:35.131661-03:00
903040,,17,-22.901793,-43.554487,1761602531000,0.0,10580,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],139654.9,67,1,0,0,2025-10-27 19:02:35.131661-03:00
902044,,43,-22.852424,-43.31618,1761602548000,0.0,4050,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],190762.9,81,1,0,0,2025-10-27 19:02:35.131661-03:00
902038,,46,-22.932761,-43.372935,1761602533000,41.7,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],109061.1,338,1,0,0,2025-10-27 19:02:35.131661-03:00
903048,,17,-22.919377,-43.645976,1761601038000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],139183.7, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902041,,46,-23.001068,-43.366465,1761601812000,24.7,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],234788.2,268,1,0,0,2025-10-27 19:02:35.131661-03:00
903064,,17,-22.913413,-43.595678,1761602548000,17.4,10580,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],185353.3,224,1,0,0,2025-10-27 19:02:35.131661-03:00
902037,,43,-22.849498,-43.307799,1761602546000,45.0,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],238017.1,230,1,0,0,2025-10-27 19:02:35.131661-03:00
903069,,17,-22.93658,-43.667366,1761602545000,7.8,10580,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],94564.8,57,1,0,0,2025-10-27 19:02:35.131661-03:00
902034,,46,-23.001433,-43.365788,1761601155000,0.0,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],234074.1,99,1,0,0,2025-10-27 19:02:35.131661-03:00
902088,,43,-22.902963,-43.355833,1761602539000,30.1,4050,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],103131.9,32,1,0,0,2025-10-27 19:02:35.131661-03:00
902042,,31,-22.989977,-43.365908,1761602532000,54.9,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],173643.8,182,1,0,0,2025-10-27 19:02:35.131661-03:00
902040,,46,-22.8531,-43.314157,1761602546000,32.1,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],221381.3,306,1,0,0,2025-10-27 19:02:35.131661-03:00
903049,,17,-22.90956,-43.580494,1761602533000,48.4,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],112132.8,80,1,0,0,2025-10-27 19:02:35.131661-03:00
903038,,17,-22.919276,-43.646021,1761600180000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],158468.1, ,0,0,0,2025-10-27 19:02:35.131661-03:00
903053,,17,-22.921488,-43.645614,1761602547000,52.2,10580,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],180354.7,243,1,0,0,2025-10-27 19:02:35.131661-03:00
903042,,17,-22.916829,-43.632604,1761602524000,1.8,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],51248.9,64,1,0,0,2025-10-27 19:02:35.131661-03:00
902087,,41,-22.881967,-43.341838,1761602519000,0.0,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],145326.1,9,1,0,0,2025-10-27 19:02:35.131661-03:00
903050,,0,-22.919385,-43.646058,1761592954000,0.0,,,,0.0,354,0,0,0,2025-10-27 19:02:35.131661-03:00
903067,,17,-22.912004,-43.592309,1761602526000,50.2,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],125331.7,69,1,0,0,2025-10-27 19:02:35.131661-03:00
RJG7D29 MOTO,RJG7D29,0,-22.957108,-43.390056,1761596741000,2.6,,,,27008.7,307,0,0,0,2025-10-27 19:02:35.131661-03:00
