codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao,capacidadePeVeiculo,capacidadeSentadoVeiculo,datetime_registro
903038,,17,-22.919276,-43.646021,1761600180000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],158468.1, ,0,0,0,2025-10-27 19:02:57.423223-03:00
903053,,17,-22.922696,-43.647584,1761602566000,37.4,10580,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],180355.0,224,1,0,0,2025-10-27 19:02:57.423223-03:00
903042,,17,-22.916875,-43.632569,1761602554000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],51248.9,21,1,0,0,2025-10-27 19:02:57.423223-03:00
902087,,41,-22.879058,-43.340813,1761602562000,36.2,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],145326.5,79,1,0,0,2025-10-27 19:02:57.423223-03:00
903050,,0,-22.919385,-43.646058,1761592954000,0.0,,,,0.0,354,0,0,0,2025-10-27 19:02:57.423223-03:00
903067,,17,-22.911313,-43.589652,1761602566000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],125331.9,77,1,0,0,2025-10-27 19:02:57.423223-03:00
RJG7D29 MOTO,RJG7D29,0,-22.957108,-43.390056,1761596741000,2.6,,,,27008.7,307,0,0,0,2025-10-27 19:02:57.423223-03:00
902076,,31,-22.879033,-43.340834,1761602566000,51.3,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],148888.1,75,1,0,0,2025-10-27 19:02:57.423223-03:00
902083,,40,-22.96002,-43.389397,1761602560000,0.0,8972,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],129831.8,254,1,0,0,2025-10-27 19:02:57.423223-03:00
902096,,40,-22.958416,-43.382702,1761602574000,54.5,8972,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],142749.0,255,1,0,0,2025-10-27 19:02:57.423223-03:00
902084,,40,-23.00139,-43.367719,1761601698000,0.0,8973,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],118743.4, ,1,0,0,2025-10-27 19:02:57.423223-03:00
902100,,42,-22.876881,-43.329828,1761599725000,0.0,9447,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],138670.4, ,0,0,0,2025-10-27 19:02:57.423223-03:00
903059,,17,-22.919307,-43.645947,1761602339000,0.0,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],130117.6, ,0,0,0,2025-10-27 19:02:57.423223-03:00
903043,,17,-23.001711,-43.573318,1761602564000,50.8,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],163725.3,284,1,0,0,2025-10-27 19:02:57.423223-03:00
902079,,46,-22.94169,-43.372454,1761602542000,40.6,145,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],73807.8,345,1,0,0,2025-10-27 19:02:57.423223-03:00
903066,,17,-22.91644,-43.620347,1761602568000,0.0,10580,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],178867.3,257,1,0,0,2025-10-27 19:02:57.423223-03:00
902098,,41,-22.895025,-43.349816,1761602566000,42.3,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],133549.299,35,1,0,0,2025-10-27 19:02:57.423223-03:00
902099,,40,-22.97327,-43.381066,1761602556000,42.7,8973,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],136852.0,271,1,0,0,2025-10-27 19:02:57.423223-03:00
902093,,40,-22.986894,-43.365843,1761602561000,46.5,8972,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],148138.9,181,1,0,0,2025-10-27 19:02:57.423223-03:00
902091,,41,-23.002305,-43.432256,1761602571000,54.9,3543,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],23674.6,227,1,0,0,2025-10-27 19:02:57.423223-03:00
901099,,0,-22.903074,-43.355899,1761602573000,42.0,,,,234087.8,31,1,0,0,2025-10-27 19:02:57.423223-03:00
902213,,25,-22.993094,-43.597675,1761602565000,10.0,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],137388.3,131,1,0,0,2025-10-27 19:02:57.423223-03:00
903046,,17,-22.904932,-43.556751,1761602521000,13.6,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],194836.3,21,1,0,0,2025-10-27 19:02:57.423223-03:00
902077,,46,-22.88013,-43.341784,1761602432000,40.7,144,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],224325.5,175,1,0,0,2025-10-27 19:02:57.423223-03:00
902104,,0,-22.87652,-43.329732,1761550404000,0.0,,,,137123.4, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902106,,41,-22.876386,-43.329608,1761602270000,0.0,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],113959.1, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902108,,40,-23.001018,-43.364648,1761602562000,23.7,8973,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],93083.5,269,1,0,0,2025-10-27 19:02:57.423223-03:00
902109,,40,-22.975347,-43.364258,1761602544000,37.6,8972,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],116860.7,201,1,0,0,2025-10-27 19:02:57.423223-03:00
903070,,17,-22.901829,-43.556166,1761602560000,19.3,10579,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],133027.0,60,1,0,0,2025-10-27 19:02:57.423223-03:00
902126,,25,-23.003738,-43.564869,1761602569000,59.2,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],19274.4,284,1,0,0,2025-10-27 19:02:57.423223-03:00
902132,,20,-22.919423,-43.643827,1761602488000,0.0,122,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],207765.5,348,0,0,0,2025-10-27 19:02:57.423223-03:00
902156,,12,-23.000352,-43.366836,1761601585000,18.3,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],242187.7,162,1,0,0,2025-10-27 19:02:57.423223-03:00
902151,,15,-22.993345,-43.597483,1761602549000,3.6,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],227387.0,172,1,0,0,2025-10-27 19:02:57.423223-03:00
902131,,18,-23.000759,-43.364747,1761602253000,0.4,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],198157.5, ,1,0,0,2025-10-27 19:02:57.423223-03:00
902153,,12,-23.004649,-43.561214,1761602556000,50.2,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],48733.2,104,1,0,0,2025-10-27 19:02:57.423223-03:00
902137,,25,-22.920686,-43.645156,1761601268000,0.0,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],205356.5,152,0,0,0,2025-10-27 19:02:57.423223-03:00
902129,,22,-23.007065,-43.311799,1761602572000,17.7,8971,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],219739.1,92,1,0,0,2025-10-27 19:02:57.423223-03:00
902128,,12,-22.93715,-43.666911,1761602491000,21.2,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],231066.8,354,1,0,0,2025-10-27 19:02:57.423223-03:00
902314,,60,-22.985252,-43.412901,1761602548000,57.5,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],22519.2,40,1,0,0,2025-10-27 19:02:57.423223-03:00
901138,,14,-23.00823,-43.439988,1761602549000,0.0,10582,volta,14 - TERMINAL RECREIO X SANTA EUGÊNIA (EXPRESSO) [VOLTA],66619.6,272,1,0,0,2025-10-27 19:02:57.423223-03:00
902146,,25,-23.001041,-43.365968,1761602574000,8.8,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],7497.1,270,1,0,0,2025-10-27 19:02:57.423223-03:00
902144,,22,-23.00662,-43.312286,1761602572000,0.0,8971,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],205638.7,272,1,0,0,2025-10-27 19:02:57.423223-03:00
902434,,52,-22.973325,-43.373208,1761602552000,59.8,9162,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],25567.9,271,1,0,0,2025-10-27 19:02:57.423223-03:00
902451,,90,-22.864468,-43.247861,1761602510000,36.9,9433,volta,90 - TIG x FUNDÃO (PARADOR) [VOLTA],126317.0,356,1,0,0,2025-10-27 19:02:57.423223-03:00
902150,,10,-22.935875,-43.666919,1761602566000,0.0,107,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],223193.0, ,1,0,0,2025-10-27 19:02:57.423223-03:00
902325,,60,-22.829241,-43.345869,1761602561000,56.7,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],55940.3,68,1,0,0,2025-10-27 19:02:57.423223-03:00
902349,,61,-23.008694,-43.440526,1761602565000,0.0,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],7171.5,39,1,0,0,2025-10-27 19:02:57.423223-03:00
902369,,60,-22.851294,-43.383866,1761602569000,19.9,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],70512.0,172,1,0,0,2025-10-27 19:02:57.423223-03:00
902239,,18,-23.00029,-43.393681,1761602555000,47.7,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],67677.5,271,1,0,0,2025-10-27 19:02:57.423223-03:00
902335,,61,-22.819884,-43.312568,1761602555000,56.5,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],32241.3,266,1,0,0,2025-10-27 19:02:57.423223-03:00
902338,,80,-22.860786,-43.247895,1761602546000,37.7,8935,ida,80 - PENHA X TIG (PARADOR) [IDA],26787.4,181,0,0,0,2025-10-27 19:02:57.423223-03:00
902298,,12,-22.995653,-43.594572,1761602562000,36.3,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],115936.0,132,1,0,0,2025-10-27 19:02:57.423223-03:00
902402,,71,-22.898377,-43.211731,1761602558000,9.7,12058,volta,71 - TIG X VIGÁRIO GERAL / PRAÇA DOIS (EXPRESSO) [VOLTA],5773.8,131,1,0,0,2025-10-27 19:02:57.423223-03:00
902431,,90,-22.854688,-43.251561,1761602246000,0.0,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],85496.8, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902299,,18,-23.013912,-43.464272,1761602570000,43.8,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],122114.8,74,1,0,0,2025-10-27 19:02:57.423223-03:00
902321,,60,-22.824211,-43.332212,1761602573000,0.0,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],25093.3,252,1,0,0,2025-10-27 19:02:57.423223-03:00
902300,,61,-22.822222,-43.280661,1761602574000,58.4,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],48816.3,130,1,0,0,2025-10-27 19:02:57.423223-03:00
902327,,51,-22.876649,-43.404601,1761602559000,54.9,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],27016.3,322,1,0,0,2025-10-27 19:02:57.423223-03:00
902326,,90,-22.82745,-43.273843,1761602556000,50.5,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],52788.4,310,1,0,0,2025-10-27 19:02:57.423223-03:00
902262,,12,-23.017973,-43.481149,1761602562000,38.3,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],53609.8,254,1,0,0,2025-10-27 19:02:57.423223-03:00
902308,,51,-23.008501,-43.440822,1761602552000,0.0,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],28466.8,253,1,0,0,2025-10-27 19:02:57.423223-03:00
902337,,71,-22.818087,-43.308167,1761602561000,0.0,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],137041.4,234,1,0,0,2025-10-27 19:02:57.423223-03:00
902305,,60,-22.818636,-43.30884,1761602550000,38.4,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],39352.6,53,1,0,0,2025-10-27 19:02:57.423223-03:00
902449,,90,-22.899144,-43.210872,1761602571000,0.0,9433,volta,90 - TIG x FUNDÃO (PARADOR) [VOLTA],57606.0,318,1,0,0,2025-10-27 19:02:57.423223-03:00
902303,,41,-22.853916,-43.383958,1761602549000,7.1,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],30006.5,289,1,0,0,2025-10-27 19:02:57.423223-03:00
902315,,51,-22.86957,-43.411869,1761602554000,39.7,3552,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],28477.2,115,1,0,0,2025-10-27 19:02:57.423223-03:00
902304,,51,-23.008378,-43.439876,1761602568000,0.0,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],31660.9,81,1,0,0,2025-10-27 19:02:57.423223-03:00
902306,,60,-22.862227,-43.400418,1761602545000,1.6,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],31920.8,65,1,0,0,2025-10-27 19:02:57.423223-03:00
902307,,60,-22.898318,-43.211305,1761602558000,0.0,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],32519.2,312,1,0,0,2025-10-27 19:02:57.423223-03:00
902364,,52,-22.853989,-43.383907,1761602560000,15.1,9161,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],29777.2,292,1,0,0,2025-10-27 19:02:57.423223-03:00
902414,,71,-22.836382,-43.259214,1761602566000,55.6,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],56479.6,122,1,0,0,2025-10-27 19:02:57.423223-03:00
902312,,61,-22.852623,-43.383005,1761602571000,28.6,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],52678.6,185,1,0,0,2025-10-27 19:02:57.423223-03:00
902362,,60,-22.892487,-43.216177,1761602566000,48.8,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],32411.5,336,1,0,0,2025-10-27 19:02:57.423223-03:00
Etios KYO8080,KYO8080,0,-22.853586,-43.383963,1761601429000,0.0,,,,65428.6, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902127,,11,-22.91965,-43.646098,1759554005000,0.0,104,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],26013.4, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902454,,31,-23.001473,-43.366832,1761602548000,7.2,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2970.0,91,1,0,0,2025-10-27 19:02:57.423223-03:00
902439,,80,-22.898096,-43.211953,1761602566000,0.0,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],117322.0,125,1,0,0,2025-10-27 19:02:57.423223-03:00
901100,,28,-22.982861,-43.661898,1761602573000,0.0,12776,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],66021.3,278,1,0,0,2025-10-27 19:02:57.423223-03:00
902445,,31,-22.852866,-43.312784,1761602550000,0.3,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],120686.7,48,1,0,0,2025-10-27 19:02:57.423223-03:00
902353,,71,-22.885377,-43.225961,1761602552000,45.6,12058,volta,71 - TIG X VIGÁRIO GERAL / PRAÇA DOIS (EXPRESSO) [VOLTA],63812.5,313,1,0,0,2025-10-27 19:02:57.423223-03:00
902316,,60,-22.849274,-43.39731,1761602567000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],30636.9,229,1,0,0,2025-10-27 19:02:57.423223-03:00
902145,,10,-22.920243,-43.607564,1755814605000,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],244172.0, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902354,,60,-22.850216,-43.398019,1761599887000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],95747.0,170,0,0,0,2025-10-27 19:02:57.423223-03:00
902149,,10,-22.920668,-43.64534,1761600932000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],178467.8, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902317,,80,-22.822356,-43.280382,1761602564000,58.1,8935,ida,80 - PENHA X TIG (PARADOR) [IDA],53784.5,310,1,0,0,2025-10-27 19:02:57.423223-03:00
902214,,10,-22.940686,-43.665047,1761602569000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],66312.5,159,1,0,0,2025-10-27 19:02:57.423223-03:00
902443,,43,-22.965292,-43.391749,1761602568000,0.0,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],58518.7,183,1,0,0,2025-10-27 19:02:57.423223-03:00
902136,,12,-22.971276,-43.615059,1761602558000,52.2,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],68484.1,135,1,0,0,2025-10-27 19:02:57.423223-03:00
902142,,25,-23.000203,-43.367444,1761601955000,32.3,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],193430.7,89,1,0,0,2025-10-27 19:02:57.423223-03:00
902143,,12,-23.000376,-43.37533,1761602564000,58.3,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],70467.2,89,1,0,0,2025-10-27 19:02:57.423223-03:00
902301,,60,-22.897616,-43.212255,1761602574000,19.3,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],27785.1,310,1,0,0,2025-10-27 19:02:57.423223-03:00
902329,,60,-22.886798,-43.233465,1761602569000,58.4,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],30484.7,300,1,0,0,2025-10-27 19:02:57.423223-03:00
902148,,10,-22.920101,-43.608254,1755022120000,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],189693.1, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902139,,15,-22.938335,-43.666575,1761602556000,26.7,9305,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],212159.4,344,1,0,0,2025-10-27 19:02:57.423223-03:00
902165,,15,-23.000993,-43.366544,1761602566000,0.0,9305,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],82236.9,276,1,0,0,2025-10-27 19:02:57.423223-03:00
902135,,15,-23.002737,-43.569515,1761602570000,42.7,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],13144.5,104,1,0,0,2025-10-27 19:02:57.423223-03:00
902134,,18,-23.016282,-43.515852,1761602509000,26.7,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],7853.5,286,1,0,0,2025-10-27 19:02:57.423223-03:00
902124,,19,-23.008255,-43.441744,1761602549000,28.1,125,volta,19 - SALVADOR ALLENDE X PINGO D'AGUA (EXPRESSO) [VOLTA],22372.4,88,1,0,0,2025-10-27 19:02:57.423223-03:00
902138,,15,-22.994157,-43.596463,1761602567000,29.0,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],181000.8,132,1,0,0,2025-10-27 19:02:57.423223-03:00
902161,,18,-23.020277,-43.490177,1761602552000,43.1,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],52356.5,255,1,0,0,2025-10-27 19:02:57.423223-03:00
902147,,18,-23.00297,-43.423963,1761602569000,12.0,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],92252.8,70,1,0,0,2025-10-27 19:02:57.423223-03:00
902332,,0,-22.848185,-43.396489,1757103761000,0.0,,,,29546.1,73,0,0,0,2025-10-27 19:02:57.423223-03:00
902320,,80,-22.89855,-43.211401,1761602499000,5.9,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],23212.7,128,1,0,0,2025-10-27 19:02:57.423223-03:00
902322,,80,-22.898551,-43.211426,1761602523000,0.0,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],20038.5,119,1,0,0,2025-10-27 19:02:57.423223-03:00
902396,,61,-22.885997,-43.225355,1761602570000,44.7,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],69203.3,317,1,0,0,2025-10-27 19:02:57.423223-03:00
902350,,60,-22.854058,-43.384147,1761602561000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],71971.0,111,1,0,0,2025-10-27 19:02:57.423223-03:00
902387,,61,-22.821805,-43.281169,1761602564000,58.4,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],50470.5,131,1,0,0,2025-10-27 19:02:57.423223-03:00
902341,,61,-22.894565,-43.215136,1761602572000,12.7,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],51794.3,342,1,0,0,2025-10-27 19:02:57.423223-03:00
902347,,71,-22.8527,-43.392141,1761602561000,37.5,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],12530.0,128,1,0,0,2025-10-27 19:02:57.423223-03:00
902374,,60,-22.898514,-43.210857,1761602561000,0.0,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],67707.2,8,1,0,0,2025-10-27 19:02:57.423223-03:00
902363,,90,-22.872048,-43.245582,1761602556000,58.4,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],69916.2,144,1,0,0,2025-10-27 19:02:57.423223-03:00
902371,,90,-22.852081,-43.248483,1761602551000,49.5,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],67879.2,169,1,0,0,2025-10-27 19:02:57.423223-03:00
902400,,90,-22.838885,-43.240693,1761602546000,4.0,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],65241.0,48,1,0,0,2025-10-27 19:02:57.423223-03:00
902408,,60,-22.847997,-43.396559,1760615299000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],32136.9,63,0,0,0,2025-10-27 19:02:57.423223-03:00
902360,,51,-22.850181,-43.398313,1761602084000,0.0,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],65267.5,161,0,0,0,2025-10-27 19:02:57.423223-03:00
902230,,18,-22.919096,-43.64411,1761601442000,0.0,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],192523.1, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902197,,13,-23.009389,-43.540036,1761602559000,24.6,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],212785.1,124,1,0,0,2025-10-27 19:02:57.423223-03:00
902191,,13,-23.000182,-43.366971,1761602195000,16.1,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],211437.3,99,1,0,0,2025-10-27 19:02:57.423223-03:00
902201,,13,-23.000969,-43.364816,1761602058000,0.0,113,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],229169.7,270,1,0,0,2025-10-27 19:02:57.423223-03:00
902172,,12,-23.02031,-43.50197,1761602573000,55.1,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],219568.8,106,1,0,0,2025-10-27 19:02:57.423223-03:00
902179,,18,-23.000152,-43.368957,1761602573000,44.4,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],198464.0,268,1,0,0,2025-10-27 19:02:57.423223-03:00
902182,,18,-23.000584,-43.38877,1761602565000,13.0,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],37944.4,91,1,0,0,2025-10-27 19:02:57.423223-03:00
902192,,18,-23.000014,-43.351844,1761602571000,25.2,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],220721.7,266,1,0,0,2025-10-27 19:02:57.423223-03:00
902188,,15,-23.016105,-43.472885,1761602560000,47.6,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],215167.7,75,1,0,0,2025-10-27 19:02:57.423223-03:00
902181,,11,-22.919558,-43.64331,1761599566000,0.0,104,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],215569.3,75,0,0,0,2025-10-27 19:02:57.423223-03:00
902196,,10,-22.918997,-43.643889,1761602477000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],58522.9, ,0,0,0,2025-10-27 19:02:57.423223-03:00
902169,,25,-23.015654,-43.472165,1761602555000,25.6,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],204833.3,257,1,0,0,2025-10-27 19:02:57.423223-03:00
902183,,25,-23.000879,-43.36606,1761601658000,0.0,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],222384.7,329,1,0,0,2025-10-27 19:02:57.423223-03:00
902167,,12,-22.919863,-43.643233,1761586536000,0.0,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],24252.8,77,1,0,0,2025-10-27 19:02:57.423223-03:00
902162,,18,-23.006723,-43.31221,1761602574000,5.5,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],196916.8,266,1,0,0,2025-10-27 19:02:57.423223-03:00
902483,,67,-22.853692,-43.383761,1761602558000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],69994.5,289,1,0,0,2025-10-27 19:02:57.423223-03:00
902330,,71,-22.885489,-43.234918,1761602570000,57.4,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],66704.0,139,1,0,0,2025-10-27 19:02:57.423223-03:00
902479,,68,-22.848034,-43.396535,1761077550000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],34660.1,65,0,0,0,2025-10-27 19:02:57.423223-03:00
902459,,68,-22.875094,-43.462491,1761602546000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],37031.8,166,1,0,0,2025-10-27 19:02:57.423223-03:00
902356,,60,-22.866073,-43.247774,1761602564000,25.7,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],188627.7,167,1,0,0,2025-10-27 19:02:57.423223-03:00
902345,,71,-22.815737,-43.289661,1761602556000,49.2,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],69544.4,112,1,0,0,2025-10-27 19:02:57.423223-03:00
902480,,68,-22.868879,-43.439562,1761602572000,0.0,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],48915.0,286,1,0,0,2025-10-27 19:02:57.423223-03:00
902470,,67,-22.856867,-43.475553,1761602567000,43.4,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],63158.9,111,1,0,0,2025-10-27 19:02:57.423223-03:00
902465,,68,-22.848571,-43.396309,1760992374000,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],27436.4,117,0,0,0,2025-10-27 19:02:57.423223-03:00
902458,,68,-22.890033,-43.523928,1761602555000,38.9,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],41051.4,69,1,0,0,2025-10-27 19:02:57.423223-03:00
